mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.17,-2.79,1,SUCCEEDED,123.8,1785404525.3,1785404649.3
adjacent-y,-2.83,7.21,1,ABORTED,62.4,1785404652.3,1785404714.8
adjacent-y,-2.83,7.21,2,ABORTED,11.5,1785404734.8,1785404746.2
diagonal,7.17,7.21,1,ABORTED,39.2,1785404749.2,1785404788.4
diagonal,7.17,7.21,2,ABORTED,32.8,1785404806.8,1785404839.5
home,0.00,0.00,1,ABORTED,37.9,1785404842.6,1785404880.4
home,0.00,0.00,2,ABORTED,60.6,1785404898.7,1785404959.3
