mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,6.18,-3.25,1,ABORTED,120.4,1785418937.3,1785419057.9
adjacent-x,6.18,-3.25,2,ABORTED,45.2,1785419077.9,1785419123.1
adjacent-y,-3.82,7.65,1,ABORTED,45.2,1785419126.1,1785419171.3
adjacent-y,-3.82,7.65,2,ABORTED,26.1,1785419189.4,1785419215.6
diagonal,7.08,6.75,1,ABORTED,25.1,1785419218.6,1785419243.7
diagonal,7.08,6.75,2,ABORTED,24.1,1785419263.7,1785419287.8
home,0.00,0.00,1,ABORTED,25.1,1785419290.8,1785419316.0
home,0.00,0.00,2,ABORTED,28.0,1785419334.1,1785419362.1
