mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,7.24,-3.84,1,SUCCEEDED,115.6,1785420599.5,1785420715.3
adjacent-y,-2.16,7.36,1,ABORTED,33.3,1785420718.4,1785420751.6
adjacent-y,-2.16,7.36,2,ABORTED,21.6,1785420771.7,1785420793.3
diagonal,7.24,7.36,1,ABORTED,67.0,1785420796.4,1785420863.4
diagonal,7.24,7.36,2,ABORTED,63.1,1785420881.6,1785420944.8
home,0.00,0.00,1,ABORTED,39.1,1785420947.8,1785420986.9
home,0.00,0.00,2,ABORTED,66.3,1785421005.0,1785421071.4
