# seed=20260723010 wall_start=2026-07-23 13:37:27
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,0.002,0.001,0.3
0.333,0.018,0.007,3.9
0.433,0.038,0.018,8.5
0.533,0.057,0.030,13.1
0.633,0.076,0.043,17.8
0.733,0.093,0.059,22.4
0.833,0.108,0.075,27.0
0.933,0.123,0.092,31.7
1.033,0.136,0.111,36.3
1.133,0.147,0.131,40.9
1.233,0.157,0.151,45.6
1.333,0.165,0.172,50.2
1.433,0.171,0.194,54.8
1.533,0.176,0.217,59.5
1.633,0.179,0.239,64.1
1.733,0.180,0.262,68.7
1.833,0.179,0.284,73.4
1.933,0.176,0.307,78.0
2.033,0.171,0.329,82.7
2.133,0.165,0.351,87.3
2.233,0.157,0.372,91.9
2.333,0.147,0.393,96.6
2.433,0.136,0.412,101.2
2.533,0.123,0.431,105.8
2.633,0.108,0.449,110.5
2.733,0.093,0.465,115.1
2.833,0.076,0.480,119.7
2.933,0.057,0.494,124.4
3.033,0.038,0.506,129.0
3.133,0.018,0.516,133.6
3.233,-0.003,0.525,138.3
3.333,-0.025,0.532,142.9
3.433,-0.047,0.537,147.5
3.533,-0.069,0.541,152.2
3.633,-0.092,0.543,156.8
3.733,-0.114,0.542,161.4
3.833,-0.137,0.540,166.1
3.933,-0.159,0.537,170.7
4.033,-0.181,0.531,175.3
4.133,-0.203,0.524,180.0
4.233,-0.224,0.515,-175.4
4.333,-0.244,0.504,-170.8
4.433,-0.263,0.492,-166.1
4.533,-0.281,0.478,-161.5
4.633,-0.298,0.463,-156.8
4.733,-0.313,0.446,-152.2
4.833,-0.328,0.428,-147.6
4.933,-0.340,0.409,-142.9
5.033,-0.351,0.390,-138.3
5.133,-0.361,0.369,-133.7
5.233,-0.369,0.348,-129.0
5.333,-0.375,0.326,-124.4
5.433,-0.379,0.303,-119.8
5.533,-0.382,0.281,-115.1
5.633,-0.382,0.258,-110.5
5.733,-0.381,0.235,-105.9
5.833,-0.378,0.213,-101.2
5.933,-0.373,0.191,-96.6
6.033,-0.366,0.169,-92.0
6.133,-0.358,0.148,-87.3
6.233,-0.348,0.128,-82.7
6.333,-0.336,0.108,-78.1
6.433,-0.323,0.090,-73.4
6.533,-0.309,0.072,-68.8
6.633,-0.293,0.056,-64.2
6.733,-0.275,0.041,-59.5
6.833,-0.257,0.028,-54.9
6.933,-0.238,0.016,-50.3
7.033,-0.217,0.006,-45.6
7.133,-0.196,-0.003,-41.0
7.233,-0.175,-0.009,-36.4
7.333,-0.152,-0.014,-31.7
7.433,-0.130,-0.018,-27.1
7.533,-0.107,-0.019,-22.5
7.633,-0.084,-0.019,-17.8
7.733,-0.062,-0.016,-13.2
7.833,-0.040,-0.012,-8.5
7.933,-0.018,-0.006,-3.9
8.033,-0.006,-0.000,-0.1
8.133,0.012,0.003,1.6
8.233,0.036,0.005,2.1
8.333,0.064,0.006,2.1
8.433,0.094,0.006,1.8
8.533,0.112,0.009,2.8
8.633,0.126,0.013,4.5
8.733,0.140,0.017,6.1
8.833,0.154,0.021,7.7
8.933,0.168,0.026,9.1
9.033,0.183,0.031,10.6
9.133,0.199,0.037,11.9
9.233,0.217,0.043,13.1
9.333,0.235,0.050,14.1
9.433,0.256,0.056,14.9
9.533,0.277,0.063,15.6
9.633,0.299,0.070,16.1
9.733,0.321,0.078,16.6
9.833,0.344,0.086,17.0
9.933,0.368,0.094,17.3
10.033,0.392,0.102,17.6
10.133,0.416,0.110,17.8
10.233,0.441,0.118,17.9
10.333,0.466,0.126,18.1
10.433,0.491,0.135,18.4
10.533,0.516,0.144,18.6
10.633,0.541,0.153,18.7
10.733,0.566,0.161,18.8
10.833,0.591,0.170,18.8
10.933,0.617,0.179,18.8
11.033,0.642,0.187,18.9
11.133,0.667,0.196,18.9
11.233,0.693,0.205,18.9
11.333,0.718,0.214,18.9
11.433,0.743,0.222,18.9
11.533,0.769,0.231,18.9
11.633,0.794,0.240,19.0
11.733,0.818,0.249,19.2
11.833,0.843,0.258,19.4
11.933,0.868,0.267,19.5
12.033,0.893,0.276,19.7
12.133,0.917,0.285,19.8
12.233,0.942,0.294,19.9
12.333,0.967,0.303,20.1
12.433,0.992,0.312,19.7
12.533,1.018,0.319,18.9
12.633,1.044,0.327,18.2
12.733,1.070,0.334,17.4
12.833,1.096,0.340,16.7
12.933,1.122,0.346,15.9
13.033,1.146,0.352,15.3
13.133,1.170,0.358,14.9
13.233,1.193,0.363,14.5
13.333,1.216,0.368,14.2
13.433,1.238,0.374,14.0
13.533,1.259,0.379,13.9
13.633,1.279,0.384,13.9
13.733,1.300,0.388,13.8
13.833,1.320,0.393,13.8
13.933,1.340,0.398,13.9
14.033,1.359,0.403,13.9
14.133,1.379,0.408,14.0
14.233,1.398,0.413,14.0
14.333,1.417,0.418,14.1
14.433,1.436,0.423,14.3
14.533,1.453,0.428,14.8
14.633,1.469,0.434,15.2
14.733,1.486,0.439,15.6
14.833,1.502,0.445,16.1
14.933,1.520,0.450,16.3
15.033,1.539,0.456,16.5
15.133,1.556,0.462,16.8
15.233,1.574,0.468,17.1
15.333,1.592,0.474,17.3
15.433,1.611,0.480,17.5
15.533,1.629,0.486,17.7
15.633,1.647,0.493,18.3
15.733,1.664,0.506,21.6
15.833,1.681,0.519,25.1
15.933,1.698,0.529,25.5
16.033,1.717,0.537,25.2
16.133,1.726,0.545,27.1
16.233,1.737,0.556,29.9
16.333,1.756,0.567,29.5
16.433,1.778,0.578,28.8
16.533,1.800,0.593,30.4
16.633,1.822,0.613,33.4
16.733,1.844,0.635,36.1
16.833,1.865,0.657,39.0
16.933,1.884,0.680,41.9
17.033,1.903,0.705,44.7
17.133,1.923,0.733,47.3
17.233,1.944,0.762,49.5
17.333,1.965,0.793,51.3
17.433,1.986,0.823,52.8
17.533,1.999,0.845,53.8
17.633,2.015,0.868,54.3
17.733,2.024,0.881,54.5
17.833,2.031,0.893,55.0
17.933,2.039,0.906,55.4
18.033,2.051,0.923,55.5
18.133,2.066,0.944,55.4
18.233,2.080,0.965,55.3
18.333,2.094,0.985,55.4
18.433,2.108,1.006,55.4
18.533,2.123,1.027,55.3
18.633,2.138,1.049,55.1
18.733,2.154,1.070,55.0
18.833,2.169,1.091,54.9
18.933,2.183,1.112,54.9
19.033,2.198,1.132,54.8
19.133,2.213,1.153,54.8
19.233,2.227,1.173,54.8
19.333,2.241,1.194,54.8
19.433,2.255,1.214,54.9
19.533,2.269,1.233,55.0
19.633,2.282,1.253,55.1
19.733,2.296,1.273,55.1
19.833,2.310,1.293,55.2
19.933,2.323,1.312,55.3
20.033,2.336,1.332,55.4
20.133,2.350,1.352,55.6
20.233,2.363,1.372,55.7
20.333,2.376,1.391,55.8
20.433,2.389,1.411,55.9
20.533,2.402,1.430,56.0
20.633,2.415,1.450,56.1
20.733,2.428,1.470,56.2
20.833,2.441,1.489,56.3
20.933,2.454,1.509,56.5
21.033,2.466,1.528,56.6
21.133,2.479,1.548,56.7
21.233,2.491,1.568,56.8
21.333,2.504,1.587,57.0
21.433,2.516,1.607,57.1
21.533,2.529,1.626,57.2
21.633,2.537,1.640,57.5
21.733,2.545,1.656,58.1
21.833,2.554,1.671,58.7
21.933,2.562,1.687,59.3
22.033,2.570,1.702,59.9
22.133,2.579,1.719,60.3
22.233,2.587,1.735,60.5
22.333,2.596,1.752,60.7
22.433,2.606,1.770,61.0
22.533,2.615,1.788,61.3
22.633,2.624,1.806,61.6
22.733,2.633,1.823,61.8
22.833,2.642,1.839,61.8
22.933,2.651,1.857,61.9
23.033,2.661,1.876,62.1
23.133,2.670,1.894,62.3
23.233,2.680,1.913,62.5
23.333,2.689,1.932,62.7
23.433,2.698,1.951,62.9
23.533,2.708,1.970,63.1
23.633,2.717,1.989,63.3
23.733,2.726,2.008,63.4
23.833,2.736,2.028,63.5
23.933,2.746,2.048,63.6
24.033,2.755,2.067,63.7
24.133,2.765,2.087,63.7
24.233,2.774,2.107,63.8
24.333,2.784,2.126,63.9
24.433,2.793,2.146,64.0
24.533,2.803,2.166,64.1
24.633,2.812,2.186,64.2
24.733,2.821,2.205,64.2
24.833,2.831,2.225,64.3
24.933,2.840,2.245,64.4
25.033,2.849,2.265,64.5
25.133,2.859,2.285,64.6
25.233,2.868,2.304,64.7
25.333,2.877,2.324,64.8
25.433,2.886,2.344,64.8
25.533,2.895,2.364,64.9
25.633,2.904,2.384,65.0
25.733,2.913,2.404,65.1
25.833,2.923,2.424,65.2
25.933,2.932,2.444,65.2
26.033,2.941,2.465,65.2
26.133,2.951,2.485,65.2
26.233,2.960,2.506,65.2
26.333,2.970,2.526,65.1
