# seed=20260723016 wall_start=2026-07-24 00:31:12
sim_t,x,y,yaw_deg
0.033,-0.000,-0.000,0.0
0.133,-0.000,-0.000,0.0
0.233,-0.000,-0.000,0.0
0.333,-0.000,-0.000,0.0
0.433,0.004,-0.000,-0.1
0.533,0.031,-0.002,-1.1
0.633,0.056,-0.003,-1.2
0.733,0.084,-0.005,-1.9
0.833,0.113,-0.008,-3.0
0.933,0.142,-0.012,-3.9
1.033,0.170,-0.016,-5.0
1.133,0.197,-0.020,-5.8
1.233,0.224,-0.024,-6.4
1.333,0.248,-0.027,-6.7
1.433,0.263,-0.027,-5.5
1.533,0.278,-0.025,-4.2
1.633,0.291,-0.024,-2.8
1.733,0.307,-0.023,-1.8
1.833,0.321,-0.021,-0.5
1.933,0.336,-0.019,0.7
2.033,0.351,-0.016,1.8
2.133,0.368,-0.014,2.8
2.233,0.387,-0.011,3.7
2.333,0.406,-0.008,4.4
2.433,0.426,-0.006,5.0
2.533,0.447,-0.003,5.4
2.633,0.470,-0.001,5.6
2.733,0.492,0.002,6.0
2.833,0.515,0.005,6.3
2.933,0.537,0.008,6.5
3.033,0.562,0.011,6.4
3.133,0.586,0.014,6.5
3.233,0.609,0.017,6.8
3.333,0.633,0.020,6.9
3.433,0.657,0.023,7.1
3.533,0.680,0.027,7.3
3.633,0.704,0.030,7.5
3.733,0.729,0.033,7.4
3.833,0.754,0.036,7.3
3.933,0.778,0.040,7.3
4.033,0.802,0.043,7.5
4.133,0.827,0.046,7.6
4.233,0.851,0.050,7.7
4.333,0.875,0.053,7.7
4.433,0.899,0.057,7.8
4.533,0.923,0.060,7.9
4.633,0.948,0.064,8.0
4.733,0.972,0.067,8.1
4.833,0.996,0.071,8.2
4.933,1.020,0.075,8.3
5.033,1.044,0.078,8.4
5.133,1.069,0.082,8.5
5.233,1.093,0.086,8.6
5.333,1.117,0.090,8.8
5.433,1.141,0.094,8.9
5.533,1.166,0.098,8.9
5.633,1.190,0.102,8.9
5.733,1.215,0.105,8.9
5.833,1.241,0.109,8.4
5.933,1.266,0.112,8.4
6.033,1.291,0.116,8.4
6.133,1.316,0.120,8.4
6.233,1.340,0.123,8.3
6.333,1.365,0.127,8.4
6.433,1.389,0.131,8.5
6.533,1.413,0.134,8.6
6.633,1.437,0.138,8.6
6.733,1.461,0.142,8.7
6.833,1.485,0.146,8.7
6.933,1.503,0.150,9.6
7.033,1.515,0.155,11.2
7.133,1.527,0.161,12.9
7.233,1.539,0.167,14.7
7.333,1.550,0.173,16.4
7.433,1.562,0.180,17.9
7.533,1.576,0.187,19.4
7.633,1.590,0.195,20.6
7.733,1.606,0.203,21.7
7.833,1.623,0.211,22.6
7.933,1.639,0.220,23.4
8.033,1.656,0.229,24.1
8.133,1.674,0.238,24.7
8.233,1.695,0.249,25.1
8.333,1.717,0.260,25.5
8.433,1.739,0.271,25.8
8.533,1.761,0.282,26.1
8.633,1.784,0.294,26.3
8.733,1.810,0.306,26.1
8.833,1.833,0.318,26.2
8.933,1.857,0.330,26.3
9.033,1.880,0.342,26.4
9.133,1.903,0.353,26.6
9.233,1.927,0.365,26.7
9.333,1.950,0.377,26.8
9.433,1.973,0.390,26.9
9.533,1.997,0.402,27.0
9.633,2.020,0.414,27.1
9.733,2.044,0.426,27.3
9.833,2.067,0.438,27.4
9.933,2.090,0.451,27.5
10.033,2.115,0.464,27.9
10.133,2.141,0.486,31.4
10.233,2.163,0.501,31.9
10.333,2.185,0.515,32.0
10.433,2.207,0.532,33.3
10.533,2.228,0.552,35.9
10.633,2.250,0.574,38.4
10.733,2.271,0.598,41.0
10.833,2.291,0.622,43.4
10.933,2.311,0.646,45.4
11.033,2.334,0.674,47.0
11.133,2.361,0.701,46.2
11.233,2.389,0.725,44.5
11.333,2.417,0.748,42.7
11.433,2.445,0.768,41.0
11.533,2.473,0.788,39.4
11.633,2.501,0.807,37.8
11.733,2.532,0.827,36.2
11.833,2.564,0.846,34.9
11.933,2.596,0.865,33.7
12.033,2.628,0.885,32.8
12.133,2.659,0.903,32.1
12.233,2.688,0.920,31.5
12.333,2.718,0.937,31.1
12.433,2.747,0.954,30.9
12.533,2.775,0.970,30.8
12.633,2.802,0.987,30.7
12.733,2.829,1.003,30.7
12.833,2.856,1.019,30.7
12.933,2.883,1.035,30.8
13.033,2.909,1.050,30.8
13.133,2.936,1.066,30.9
13.233,2.962,1.082,30.9
13.333,2.988,1.098,31.0
13.433,3.014,1.114,31.2
13.533,3.040,1.130,31.4
13.633,3.066,1.147,31.5
13.733,3.092,1.163,31.7
13.833,3.118,1.179,31.8
13.933,3.144,1.196,31.9
14.033,3.170,1.212,32.0
14.133,3.196,1.229,32.1
14.233,3.222,1.245,32.2
14.333,3.248,1.262,32.3
14.433,3.275,1.279,32.4
14.533,3.301,1.296,32.5
14.633,3.327,1.312,32.6
14.733,3.353,1.329,32.6
14.833,3.379,1.346,32.7
14.933,3.406,1.363,32.7
15.033,3.432,1.380,32.8
15.133,3.458,1.397,32.9
15.233,3.484,1.414,33.0
15.333,3.510,1.431,33.1
15.433,3.536,1.449,33.2
15.533,3.562,1.466,33.3
15.633,3.588,1.483,33.5
15.733,3.614,1.501,33.6
15.833,3.639,1.518,33.6
15.933,3.665,1.536,33.7
16.033,3.691,1.553,33.8
16.133,3.717,1.571,33.9
16.233,3.743,1.588,34.0
16.333,3.769,1.606,34.1
16.433,3.795,1.624,34.2
16.533,3.820,1.641,34.4
16.633,3.846,1.659,34.5
16.733,3.872,1.677,34.6
16.833,3.897,1.695,34.7
16.933,3.923,1.713,34.8
17.033,3.949,1.731,34.9
17.133,3.975,1.749,34.9
17.233,4.000,1.768,35.0
17.333,4.026,1.786,35.1
17.433,4.051,1.804,35.3
17.533,4.077,1.822,35.4
17.633,4.102,1.841,35.5
17.733,4.128,1.859,35.6
17.833,4.153,1.878,35.7
17.933,4.179,1.896,35.8
18.033,4.204,1.915,35.9
18.133,4.229,1.933,36.0
18.233,4.254,1.952,36.2
18.333,4.280,1.971,36.3
18.433,4.305,1.990,36.4
18.533,4.330,2.008,36.5
18.633,4.355,2.027,36.6
18.733,4.380,2.046,36.7
18.833,4.405,2.065,36.9
18.933,4.430,2.084,37.0
19.033,4.448,2.097,36.5
19.133,4.459,2.098,33.8
19.233,4.469,2.099,30.9
19.333,4.479,2.100,28.3
19.433,4.489,2.100,25.9
19.533,4.499,2.100,23.7
19.633,4.509,2.101,21.8
19.733,4.520,2.099,18.6
19.833,4.532,2.091,12.5
19.933,4.543,2.082,6.3
20.033,4.554,2.072,0.3
20.133,4.563,2.062,-5.3
20.233,4.571,2.052,-10.3
20.333,4.581,2.041,-14.7
20.433,4.593,2.030,-18.8
20.533,4.609,2.018,-22.3
20.633,4.630,2.003,-25.0
20.733,4.653,1.987,-27.4
20.833,4.679,1.969,-29.2
20.933,4.707,1.950,-30.7
21.033,4.738,1.929,-31.8
21.133,4.769,1.907,-32.6
21.233,4.799,1.887,-33.2
21.333,4.827,1.867,-33.5
21.433,4.855,1.848,-33.8
21.533,4.882,1.830,-33.9
21.633,4.908,1.812,-33.9
21.733,4.934,1.795,-33.9
21.833,4.959,1.778,-33.8
21.933,4.985,1.762,-33.7
22.033,5.010,1.745,-33.5
22.133,5.035,1.729,-33.3
22.233,5.061,1.713,-33.2
22.333,5.086,1.697,-33.0
22.433,5.111,1.681,-32.8
22.533,5.136,1.665,-32.6
22.633,5.162,1.649,-32.4
22.733,5.188,1.633,-32.2
22.833,5.213,1.617,-32.1
22.933,5.239,1.602,-31.9
23.033,5.266,1.586,-31.5
23.133,5.297,1.570,-30.4
23.233,5.328,1.554,-29.2
23.333,5.360,1.539,-28.1
23.433,5.392,1.524,-27.1
23.533,5.425,1.510,-26.0
23.633,5.459,1.495,-25.2
23.733,5.494,1.481,-24.4
23.833,5.530,1.466,-23.8
23.933,5.566,1.452,-23.2
24.033,5.600,1.438,-22.7
24.133,5.633,1.425,-22.4
24.233,5.666,1.412,-22.2
24.333,5.698,1.399,-22.1
24.433,5.729,1.387,-22.0
24.533,5.760,1.374,-22.0
24.633,5.791,1.362,-21.9
24.733,5.822,1.349,-21.9
24.833,5.852,1.337,-22.0
24.933,5.883,1.325,-22.0
25.033,5.913,1.312,-22.1
25.133,5.942,1.300,-22.2
25.233,5.972,1.288,-22.3
25.333,6.002,1.275,-22.4
25.433,6.032,1.263,-22.4
25.533,6.062,1.250,-22.5
25.633,6.091,1.238,-22.6
25.733,6.121,1.225,-22.7
25.833,6.150,1.213,-22.8
25.933,6.179,1.200,-22.9
26.033,6.208,1.188,-23.1
26.133,6.238,1.175,-23.2
26.233,6.267,1.162,-23.3
