# seed=20260723002 wall_start=2026-07-23 10:57:03
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.023,-0.002,-1.0
0.400,0.056,-0.006,-2.6
0.500,0.090,-0.011,-4.3
0.600,0.123,-0.017,-5.9
0.700,0.158,-0.023,-7.2
0.800,0.194,-0.030,-8.5
0.900,0.231,-0.038,-9.6
1.000,0.268,-0.047,-10.5
1.100,0.298,-0.054,-11.1
1.200,0.333,-0.062,-11.7
1.300,0.363,-0.069,-12.1
1.400,0.394,-0.076,-12.3
1.500,0.426,-0.084,-12.6
1.600,0.455,-0.090,-12.8
1.700,0.465,-0.090,-11.4
1.800,0.475,-0.089,-9.8
1.900,0.484,-0.088,-8.2
2.000,0.493,-0.086,-6.5
2.100,0.502,-0.084,-4.9
2.200,0.511,-0.082,-3.4
2.300,0.522,-0.080,-2.0
2.400,0.533,-0.078,-0.7
2.500,0.547,-0.076,0.3
2.600,0.562,-0.074,1.2
2.700,0.578,-0.073,1.9
2.800,0.596,-0.071,2.5
2.900,0.614,-0.069,3.0
3.000,0.633,-0.067,3.5
3.100,0.653,-0.065,3.8
3.200,0.673,-0.063,4.1
3.300,0.693,-0.061,4.4
3.400,0.714,-0.060,4.5
3.500,0.735,-0.058,4.7
3.600,0.757,-0.055,4.9
3.700,0.778,-0.053,5.0
3.800,0.800,-0.051,5.1
3.900,0.822,-0.049,5.1
4.000,0.844,-0.047,5.2
4.100,0.866,-0.045,5.3
4.200,0.887,-0.043,5.3
4.300,0.909,-0.041,5.4
4.400,0.931,-0.038,5.5
4.500,0.953,-0.036,5.6
4.600,0.975,-0.034,5.6
4.700,0.997,-0.032,5.7
4.800,1.018,-0.029,5.8
4.900,1.040,-0.027,5.9
5.000,1.062,-0.025,5.9
5.100,1.084,-0.022,6.0
5.200,1.105,-0.020,6.1
5.300,1.127,-0.017,6.1
5.400,1.149,-0.015,6.2
5.500,1.171,-0.012,6.3
5.600,1.192,-0.010,6.3
5.700,1.214,-0.007,6.4
5.800,1.236,-0.005,6.5
5.900,1.258,-0.002,6.5
6.000,1.280,0.000,6.5
6.100,1.302,0.003,6.5
6.200,1.325,0.006,6.5
6.300,1.347,0.008,6.5
6.400,1.369,0.010,6.4
6.500,1.389,0.015,7.5
6.600,1.409,0.020,8.6
6.700,1.429,0.025,9.7
6.800,1.451,0.028,9.5
6.900,1.472,0.031,9.3
7.000,1.494,0.034,9.0
7.100,1.517,0.037,8.5
7.200,1.541,0.040,8.0
7.300,1.565,0.042,7.5
7.400,1.587,0.044,7.2
7.500,1.609,0.046,6.9
7.600,1.631,0.049,6.7
7.700,1.653,0.051,6.5
7.800,1.674,0.053,6.3
7.900,1.695,0.055,6.1
8.000,1.715,0.057,6.0
8.100,1.736,0.059,5.9
8.200,1.755,0.061,5.9
8.300,1.775,0.063,5.9
8.400,1.795,0.065,5.9
8.500,1.814,0.067,6.0
8.600,1.833,0.069,6.1
8.700,1.851,0.071,6.2
8.800,1.870,0.073,6.2
8.900,1.889,0.076,6.3
9.000,1.908,0.078,6.4
9.100,1.926,0.080,6.5
9.200,1.945,0.082,6.6
9.300,1.964,0.085,6.7
9.400,1.983,0.087,6.8
9.500,2.001,0.090,6.9
9.600,2.020,0.092,7.0
9.700,2.038,0.095,7.2
9.800,2.056,0.097,7.4
9.900,2.074,0.100,7.6
10.000,2.092,0.103,7.8
10.100,2.110,0.106,8.0
10.200,2.128,0.109,8.2
10.300,2.146,0.112,8.4
10.400,2.163,0.115,8.5
10.500,2.182,0.118,8.7
10.600,2.200,0.121,8.9
10.700,2.218,0.124,9.0
10.800,2.236,0.127,9.2
10.900,2.254,0.130,9.4
11.000,2.271,0.134,9.9
11.100,2.287,0.144,13.4
11.200,2.302,0.155,17.3
11.300,2.317,0.168,21.3
11.400,2.330,0.181,25.2
11.500,2.344,0.196,28.9
11.600,2.361,0.212,32.2
11.700,2.378,0.231,35.3
11.800,2.399,0.252,38.0
11.900,2.420,0.275,40.3
12.000,2.444,0.300,42.1
12.100,2.469,0.327,43.8
12.200,2.493,0.354,44.8
12.300,2.517,0.380,45.7
12.400,2.539,0.404,46.2
12.500,2.560,0.427,46.6
12.600,2.580,0.449,46.8
12.700,2.600,0.470,46.9
12.800,2.619,0.490,47.0
12.900,2.637,0.510,46.9
13.000,2.656,0.530,46.8
13.100,2.674,0.549,46.7
