# seed=20260723005 wall_start=2026-07-23 20:50:39
sim_t,x,y,yaw_deg
0.100,-0.000,-0.000,0.0
0.200,-0.000,-0.000,0.0
0.300,0.012,-0.000,-0.2
0.400,0.045,0.002,1.1
0.500,0.080,0.006,2.7
0.600,0.115,0.011,4.4
0.700,0.149,0.017,6.0
0.800,0.183,0.024,7.4
0.900,0.215,0.031,8.8
1.000,0.246,0.038,10.0
1.100,0.275,0.046,11.0
1.200,0.304,0.053,11.8
1.300,0.331,0.060,12.5
1.400,0.357,0.067,13.0
1.500,0.383,0.074,13.5
1.600,0.407,0.080,13.8
1.700,0.430,0.087,14.1
1.800,0.454,0.093,14.3
1.900,0.476,0.099,14.4
2.000,0.498,0.105,14.5
2.100,0.520,0.111,14.6
2.200,0.542,0.116,14.6
2.300,0.563,0.122,14.6
2.400,0.585,0.127,14.6
2.500,0.606,0.133,14.6
2.600,0.628,0.139,14.6
2.700,0.649,0.144,14.6
2.800,0.670,0.149,14.5
2.900,0.691,0.155,14.4
3.000,0.712,0.160,14.3
3.100,0.732,0.165,14.3
3.200,0.753,0.170,14.2
3.300,0.774,0.175,14.1
3.400,0.794,0.180,14.0
3.500,0.815,0.185,13.9
3.600,0.836,0.190,13.8
3.700,0.856,0.195,13.7
3.800,0.877,0.200,13.6
3.900,0.898,0.205,13.5
4.000,0.919,0.210,13.5
4.100,0.940,0.215,13.5
4.200,0.961,0.220,13.5
4.300,0.983,0.225,13.5
4.400,1.004,0.230,13.5
4.500,1.025,0.235,13.5
4.600,1.046,0.240,13.4
4.700,1.066,0.245,13.3
4.800,1.087,0.249,13.2
4.900,1.108,0.254,13.1
5.000,1.128,0.259,13.0
5.100,1.149,0.263,12.9
5.200,1.169,0.268,12.8
5.300,1.190,0.272,12.7
5.400,1.210,0.276,12.6
5.500,1.231,0.281,12.5
5.600,1.251,0.285,12.4
5.700,1.272,0.290,12.4
5.800,1.293,0.294,12.4
5.900,1.314,0.299,12.4
6.000,1.335,0.304,12.4
6.100,1.355,0.308,12.4
6.200,1.374,0.312,12.3
6.300,1.392,0.316,12.3
6.400,1.411,0.320,12.2
6.500,1.429,0.324,12.2
6.600,1.448,0.327,12.1
6.700,1.466,0.331,11.9
6.800,1.484,0.335,11.7
6.900,1.503,0.338,11.6
7.000,1.521,0.341,11.4
7.100,1.539,0.345,11.2
7.200,1.558,0.348,11.1
7.300,1.576,0.351,10.9
7.400,1.594,0.355,10.7
7.500,1.613,0.358,10.6
7.600,1.631,0.361,10.4
7.700,1.650,0.364,10.2
7.800,1.669,0.367,10.2
7.900,1.679,0.367,9.2
8.000,1.688,0.367,8.0
8.100,1.697,0.366,6.9
8.200,1.706,0.365,5.7
8.300,1.715,0.363,4.6
8.400,1.724,0.362,3.5
8.500,1.732,0.361,2.6
8.600,1.741,0.360,1.8
8.700,1.750,0.359,1.0
8.800,1.759,0.358,0.4
8.900,1.767,0.354,-1.5
9.000,1.776,0.345,-6.2
9.100,1.786,0.335,-11.1
9.200,1.795,0.324,-15.9
9.300,1.804,0.313,-20.5
9.400,1.813,0.300,-25.0
9.500,1.825,0.286,-29.2
9.600,1.840,0.269,-32.6
9.700,1.871,0.249,-32.6
9.800,1.905,0.230,-31.7
9.900,1.935,0.211,-32.2
10.000,1.942,0.198,-36.2
10.100,1.942,0.183,-42.7
10.200,1.951,0.163,-46.9
10.300,1.968,0.149,-45.3
10.400,1.984,0.137,-44.0
10.500,1.995,0.127,-43.7
10.600,2.004,0.121,-43.0
10.700,2.010,0.114,-43.3
10.800,2.018,0.107,-43.0
10.900,2.028,0.100,-42.4
11.000,2.032,0.090,-44.9
11.100,2.041,0.081,-44.7
11.200,2.050,0.074,-44.0
11.300,2.060,0.066,-43.5
11.400,2.069,0.059,-42.8
11.500,2.078,0.053,-42.0
11.600,2.087,0.047,-41.3
11.700,2.096,0.040,-40.7
11.800,2.106,0.033,-40.0
11.900,2.116,0.026,-39.5
12.000,2.127,0.019,-38.9
12.100,2.138,0.011,-38.5
12.200,2.149,0.003,-38.0
12.300,2.161,-0.006,-37.7
12.400,2.173,-0.014,-37.3
12.500,2.185,-0.023,-37.0
12.600,2.198,-0.032,-36.7
12.700,2.211,-0.041,-36.5
12.800,2.224,-0.050,-36.2
12.900,2.237,-0.058,-36.0
13.000,2.250,-0.068,-35.8
13.100,2.264,-0.077,-35.6
13.200,2.278,-0.087,-35.5
