mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-6.27,3.19,1,TIMEOUT,240.0,1785490305.5,1785490545.8
adjacent-x,-6.27,3.19,2,TIMEOUT,240.0,1785490565.8,1785490805.8
adjacent-y,2.69,-7.41,1,TIMEOUT,240.0,1785490808.8,1785491048.9
adjacent-y,2.69,-7.41,2,TIMEOUT,240.0,1785491068.9,1785491308.9
diagonal,-6.53,-6.96,1,ABORTED,60.9,1785491311.9,1785491372.8
diagonal,-6.53,-6.96,2,ABORTED,2.7,1785491392.8,1785491395.5
home,0.00,0.00,1,ABORTED,74.3,1785491398.5,1785491472.8
home,0.00,0.00,2,ABORTED,84.5,1785491492.8,1785491577.3
