mission,goal_x,goal_y,attempt,result,wall_s,epoch_start,epoch_end
adjacent-x,-7.01,-2.92,1,SUCCEEDED,0.1,1785407424.8,1785407424.9
adjacent-y,2.69,6.26,1,SUCCEEDED,0.1,1785407427.9,1785407428.0
diagonal,-6.41,6.78,1,TIMEOUT,240.0,1785407429.2,1785407669.2
diagonal,-6.41,6.78,2,TIMEOUT,240.0,1785407687.5,1785407927.5
home,0.00,0.00,1,ABORTED,60.0,1785407930.5,1785407990.5
home,0.00,0.00,2,ABORTED,37.5,1785408008.9,1785408046.3
