# seed=20260723015 wall_start=2026-07-25 03:35:51 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,2.496,3.765,-1.898,8.008,1.124,-5.972
0.133,-0.000,-0.000,0.0,2.531,3.676,-1.828,7.996,1.124,-5.972
0.233,0.003,-0.000,-0.1,2.567,3.587,-1.759,7.983,1.124,-5.972
0.333,0.026,-0.001,-0.3,2.602,3.498,-1.689,7.971,1.124,-5.972
0.433,0.050,-0.001,-0.5,2.638,3.408,-1.619,7.958,1.124,-5.972
0.533,0.073,-0.002,-0.7,2.673,3.319,-1.549,7.946,1.124,-5.972
0.633,0.097,-0.002,-0.9,2.709,3.230,-1.479,7.933,1.124,-5.972
0.733,0.120,-0.003,-1.0,2.744,3.141,-1.409,7.921,1.124,-5.972
0.833,0.143,-0.004,-1.1,2.780,3.051,-1.339,7.909,1.124,-5.972
0.933,0.165,-0.004,-1.2,2.815,2.962,-1.269,7.896,1.124,-5.972
1.033,0.188,-0.005,-1.3,2.851,2.873,-1.199,7.884,1.124,-5.972
1.133,0.211,-0.006,-1.4,2.886,2.784,-1.129,7.871,1.124,-5.972
1.233,0.233,-0.006,-1.4,2.922,2.695,-1.059,7.859,1.124,-5.972
1.333,0.255,-0.007,-1.4,2.957,2.605,-0.990,7.847,1.124,-5.972
1.433,0.277,-0.007,-1.4,2.993,2.516,-0.920,7.834,1.124,-5.972
1.533,0.299,-0.008,-1.4,3.028,2.427,-0.850,7.822,1.124,-5.972
1.633,0.321,-0.008,-1.4,3.063,2.338,-0.780,7.809,1.124,-5.972
1.733,0.342,-0.009,-1.4,3.099,2.249,-0.710,7.797,1.124,-5.972
1.833,0.364,-0.009,-1.4,3.134,2.159,-0.640,7.784,1.124,-5.972
1.933,0.386,-0.010,-1.3,3.170,2.070,-0.570,7.772,1.124,-5.972
2.033,0.407,-0.010,-1.3,3.205,1.981,-0.500,7.760,1.124,-5.972
2.133,0.429,-0.011,-1.3,3.241,1.892,-0.430,7.747,1.124,-5.972
2.233,0.451,-0.011,-1.3,3.276,1.803,-0.360,7.735,1.124,-5.972
2.333,0.473,-0.012,-1.3,3.312,1.713,-0.291,7.722,1.124,-5.972
2.433,0.494,-0.012,-1.2,3.347,1.624,-0.221,7.710,1.124,-5.972
2.533,0.515,-0.012,-1.1,3.383,1.535,-0.151,7.698,1.124,-5.972
2.633,0.536,-0.012,-1.0,3.418,1.446,-0.081,7.685,1.124,-5.972
2.733,0.557,-0.013,-0.9,3.454,1.357,-0.011,7.673,1.124,-5.972
2.833,0.578,-0.013,-0.8,3.489,1.267,0.059,7.660,1.124,-5.972
2.933,0.599,-0.013,-0.7,3.525,1.178,0.129,7.648,1.124,-5.972
3.033,0.620,-0.013,-0.6,3.560,1.089,0.199,7.635,1.124,-5.972
3.133,0.644,-0.013,-0.6,3.596,1.000,0.269,7.623,1.124,-5.972
3.233,0.670,-0.012,0.1,3.631,0.911,0.339,7.611,1.124,-5.972
3.333,0.682,-0.006,3.4,3.667,0.821,0.409,7.598,1.124,-5.972
3.433,0.698,-0.004,4.1,3.702,0.732,0.478,7.586,1.124,-5.972
3.533,0.716,-0.001,4.5,3.737,0.643,0.548,7.573,1.124,-5.972
3.633,0.735,0.001,4.7,3.773,0.554,0.618,7.561,1.124,-5.972
3.733,0.759,0.002,4.5,3.808,0.465,0.688,7.549,1.124,-5.972
3.833,0.784,0.005,5.0,3.826,0.420,0.758,7.536,1.124,-5.972
3.933,0.808,0.007,5.1,3.826,0.420,0.828,7.524,1.124,-5.972
4.033,0.827,0.011,6.1,3.826,0.420,0.898,7.511,1.124,-5.972
4.133,0.836,0.011,5.8,3.826,0.420,0.968,7.499,1.124,-5.972
4.233,0.844,0.013,6.2,3.826,0.420,1.038,7.486,1.124,-5.972
4.333,0.853,0.014,6.3,3.826,0.420,1.108,7.474,1.124,-5.972
4.433,0.862,0.015,6.6,3.826,0.420,1.178,7.462,1.124,-5.972
4.533,0.870,0.017,6.6,3.826,0.420,1.247,7.449,1.124,-5.972
4.633,0.879,0.018,6.9,3.826,0.420,1.317,7.437,1.124,-5.972
4.733,0.887,0.018,6.5,3.826,0.420,1.387,7.424,1.124,-5.972
4.833,0.896,0.018,6.1,3.826,0.420,1.457,7.412,1.124,-5.972
4.933,0.905,0.018,5.6,3.826,0.420,1.527,7.400,1.124,-5.972
5.033,0.913,0.018,5.1,3.826,0.420,1.597,7.387,1.124,-5.972
5.133,0.922,0.018,4.6,3.826,0.420,1.667,7.375,1.124,-5.972
5.233,0.931,0.020,5.2,3.826,0.420,1.737,7.362,1.124,-5.972
5.333,0.939,0.020,5.0,3.826,0.420,1.807,7.350,1.124,-5.972
5.433,0.948,0.022,5.5,3.826,0.420,1.877,7.337,1.124,-5.972
5.533,0.957,0.022,5.2,3.826,0.420,1.946,7.325,1.124,-5.972
5.633,0.965,0.024,5.6,3.826,0.420,2.016,7.313,1.124,-5.972
5.733,0.974,0.025,5.4,3.826,0.420,2.086,7.300,1.124,-5.972
5.833,0.983,0.027,6.2,3.826,0.420,2.121,7.294,1.124,-5.972
5.933,0.991,0.029,7.1,3.826,0.420,2.121,7.294,1.124,-5.972
6.033,1.000,0.032,8.0,3.826,0.420,2.121,7.294,1.124,-5.972
6.133,1.008,0.035,8.9,3.826,0.420,2.121,7.294,1.124,-5.972
6.233,1.017,0.037,9.1,3.826,0.420,2.121,7.294,1.124,-5.972
6.333,1.025,0.038,9.1,3.826,0.420,2.121,7.294,1.124,-5.972
6.433,1.034,0.040,9.3,3.826,0.420,2.121,7.294,1.124,-5.972
6.533,1.043,0.041,9.1,3.826,0.420,2.121,7.294,1.124,-5.972
